Latitude,Longitude,Datum,Horizontal Accuracy,State Code,County Code,Site Num,Parameter Code,POC,AQS Parameter Desc,Date Local,24 Hour Local,Date GMT,24 Hour GMT,Year GMT,Day In Year GMT,Sample Measurement,Units of Measure,Sample Duration,Sample Frequency,Detection Limit,Measurement Uncertainty,Qualifier Description,Method Type,Method Description
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","16:00","2017-01-02","00:00",2017,2,4.1,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","13:00","2017-01-01","21:00",2017,1,1.2,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","11:00","2017-01-01","19:00",2017,1,1.5,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","12:00","2017-01-01","20:00",2017,1,2,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","09:00","2017-01-01","17:00",2017,1,5.1,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","08:00","2017-01-01","16:00",2017,1,3.6,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","10:00","2017-01-01","18:00",2017,1,2.9,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","06:00","2017-01-01","14:00",2017,1,-1.1,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","07:00","2017-01-01","15:00",2017,1,1.3,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","05:00","2017-01-01","13:00",2017,1,4.7,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","04:00","2017-01-01","12:00",2017,1,9.2,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","03:00","2017-01-01","11:00",2017,1,11.4,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","02:00","2017-01-01","10:00",2017,1,8.2,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
34.671394,-118.131456,"WGS84",151.82,"06","037","9033","88101",1,"PM2.5 - Local Conditions","2017-01-01","01:00","2017-01-01","09:00",2017,1,3.7,"Micrograms/cubic meter (LC)","1 HOUR","",5,,"","Equivalent","Met One BAM-1020 Mass Monitor w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","23:00","2017-01-02","07:00",2017,2,25.2,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","01:00","2017-01-01","09:00",2017,1,94.8,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","00:00","2017-01-01","08:00",2017,1,49.1,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","20:00","2017-01-02","04:00",2017,2,19.9,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","19:00","2017-01-02","03:00",2017,2,14.1,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","21:00","2017-01-02","05:00",2017,2,16.5,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","18:00","2017-01-02","02:00",2017,2,9.1,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","17:00","2017-01-02","01:00",2017,2,6.7,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","15:00","2017-01-01","23:00",2017,1,13.8,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","14:00","2017-01-01","22:00",2017,1,8.2,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","13:00","2017-01-01","21:00",2017,1,9.4,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","11:00","2017-01-01","19:00",2017,1,9.5,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","12:00","2017-01-01","20:00",2017,1,3.2,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","09:00","2017-01-01","17:00",2017,1,37.3,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","08:00","2017-01-01","16:00",2017,1,80.6,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","10:00","2017-01-01","18:00",2017,1,12.8,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","06:00","2017-01-01","14:00",2017,1,93.8,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","07:00","2017-01-01","15:00",2017,1,109.3,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","05:00","2017-01-01","13:00",2017,1,75.6,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","04:00","2017-01-01","12:00",2017,1,86.5,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","03:00","2017-01-01","11:00",2017,1,95.6,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","02:00","2017-01-01","10:00",2017,1,105.4,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"Fireworks","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
33.859444,-118.200278,"WGS84",3.04,"06","037","4008","88101",3,"PM2.5 - Local Conditions","2017-01-01","22:00","2017-01-02","06:00",2017,2,21.3,"Micrograms/cubic meter (LC)","1 HOUR","",2,,"","Equivalent","Thermo Scientific 5014i or FH62C14-DHS w/VSCC-Beta Attenuation"
END OF FILE
